Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,Command,V1,V2,Stdout,Stderr
1,:,1678623080.407,3.927,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_0.lp.output 2",data/formulae_4/cf_10_2_0.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   7%|▋         | 70/1050 [00:00<00:01, 699.52it/s]parsing log, completed traces ::  25%|██▍       | 261/1050 [00:00<00:00, 1410.39it/s]parsing log, completed traces ::  40%|████      | 424/1050 [00:00<00:00, 1510.09it/s]parsing log, completed traces ::  59%|█████▊    | 615/1050 [00:00<00:00, 1662.49it/s]parsing log, completed traces ::  76%|███████▋  | 801/1050 [00:00<00:00, 1731.95it/s]parsing log, completed traces ::  93%|█████████▎| 975/1050 [00:00<00:00, 1352.41it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1450.82it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
7,:,1678623080.431,3.969,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_2.lp.output 2",data/formulae_4/cf_10_2_2.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   6%|▌         | 58/1050 [00:00<00:01, 579.33it/s]parsing log, completed traces ::  24%|██▎       | 248/1050 [00:00<00:00, 1351.89it/s]parsing log, completed traces ::  40%|███▉      | 419/1050 [00:00<00:00, 1513.23it/s]parsing log, completed traces ::  59%|█████▊    | 616/1050 [00:00<00:00, 1690.67it/s]parsing log, completed traces ::  77%|███████▋  | 806/1050 [00:00<00:00, 1762.03it/s]parsing log, completed traces ::  94%|█████████▎| 983/1050 [00:00<00:00, 1350.00it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1444.25it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
5,:,1678623080.423,4.087,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_1.lp.output 4",data/formulae_4/cf_10_2_1.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   2%|▏         | 22/1050 [00:00<00:04, 217.57it/s]parsing log, completed traces ::  22%|██▏       | 226/1050 [00:00<00:00, 1284.03it/s]parsing log, completed traces ::  38%|███▊      | 404/1050 [00:00<00:00, 1509.45it/s]parsing log, completed traces ::  57%|█████▋    | 600/1050 [00:00<00:00, 1684.99it/s]parsing log, completed traces ::  75%|███████▌  | 788/1050 [00:00<00:00, 1754.25it/s]parsing log, completed traces ::  92%|█████████▏| 964/1050 [00:00<00:00, 1371.02it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1440.76it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
4,:,1678623080.419,4.203,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_1.lp.output 2",data/formulae_4/cf_10_2_1.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:28,  7.09it/s]parsing log, completed traces ::  19%|█▉        | 203/1050 [00:00<00:00, 1018.08it/s]parsing log, completed traces ::  36%|███▋      | 381/1050 [00:00<00:00, 1331.84it/s]parsing log, completed traces ::  54%|█████▍    | 572/1050 [00:00<00:00, 1541.66it/s]parsing log, completed traces ::  73%|███████▎  | 763/1050 [00:00<00:00, 1666.92it/s]parsing log, completed traces ::  89%|████████▉ | 936/1050 [00:00<00:00, 1283.96it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1317.14it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
12,:,1678623080.448,4.253,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_3.lp.output 6",data/formulae_4/cf_10_2_3.lp.output,6,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<01:49,  9.59it/s]parsing log, completed traces ::  19%|█▊        | 195/1050 [00:00<00:00, 1121.10it/s]parsing log, completed traces ::  36%|███▌      | 375/1050 [00:00<00:00, 1427.05it/s]parsing log, completed traces ::  54%|█████▍    | 565/1050 [00:00<00:00, 1610.60it/s]parsing log, completed traces ::  72%|███████▏  | 759/1050 [00:00<00:00, 1727.78it/s]parsing log, completed traces ::  89%|████████▉ | 933/1050 [00:00<00:00, 1207.35it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1322.96it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
3,:,1678623080.415,4.302,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_0.lp.output 6",data/formulae_4/cf_10_2_0.lp.output,6,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:10,  8.07it/s]parsing log, completed traces ::  18%|█▊        | 190/1050 [00:00<00:00, 1012.59it/s]parsing log, completed traces ::  35%|███▌      | 369/1050 [00:00<00:00, 1348.05it/s]parsing log, completed traces ::  53%|█████▎    | 560/1050 [00:00<00:00, 1557.99it/s]parsing log, completed traces ::  72%|███████▏  | 751/1050 [00:00<00:00, 1677.12it/s]parsing log, completed traces ::  88%|████████▊ | 923/1050 [00:00<00:00, 1119.35it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1243.09it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
6,:,1678623080.427,4.306,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_1.lp.output 6",data/formulae_4/cf_10_2_1.lp.output,6,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:31,  6.91it/s]parsing log, completed traces ::  19%|█▉        | 201/1050 [00:00<00:00, 997.00it/s]parsing log, completed traces ::  36%|███▌      | 376/1050 [00:00<00:00, 1307.78it/s]parsing log, completed traces ::  54%|█████▎    | 564/1050 [00:00<00:00, 1514.61it/s]parsing log, completed traces ::  72%|███████▏  | 755/1050 [00:00<00:00, 1649.44it/s]parsing log, completed traces ::  88%|████████▊ | 927/1050 [00:00<00:00, 1242.27it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1287.03it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
2,:,1678623080.411,4.335,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_0.lp.output 4",data/formulae_4/cf_10_2_0.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:04,  8.42it/s]parsing log, completed traces ::  18%|█▊        | 191/1050 [00:00<00:00, 1041.17it/s]parsing log, completed traces ::  35%|███▌      | 370/1050 [00:00<00:00, 1364.25it/s]parsing log, completed traces ::  53%|█████▎    | 560/1050 [00:00<00:00, 1568.96it/s]parsing log, completed traces ::  72%|███████▏  | 751/1050 [00:00<00:00, 1682.70it/s]parsing log, completed traces ::  88%|████████▊ | 922/1050 [00:00<00:00, 1140.61it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1261.56it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
10,:,1678623080.441,4.311,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_3.lp.output 2",data/formulae_4/cf_10_2_3.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:51,  6.12it/s]parsing log, completed traces ::  20%|█▉        | 205/1050 [00:00<00:00, 953.37it/s]parsing log, completed traces ::  36%|███▋      | 383/1050 [00:00<00:00, 1280.71it/s]parsing log, completed traces ::  55%|█████▍    | 573/1050 [00:00<00:00, 1503.56it/s]parsing log, completed traces ::  73%|███████▎  | 765/1050 [00:00<00:00, 1642.30it/s]parsing log, completed traces ::  89%|████████▉ | 939/1050 [00:00<00:00, 1258.24it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1275.51it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
11,:,1678623080.445,4.314,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_3.lp.output 4",data/formulae_4/cf_10_2_3.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:01,  8.64it/s]parsing log, completed traces ::  18%|█▊        | 194/1050 [00:00<00:00, 1069.97it/s]parsing log, completed traces ::  36%|███▌      | 375/1050 [00:00<00:00, 1389.20it/s]parsing log, completed traces ::  54%|█████▍    | 565/1050 [00:00<00:00, 1583.69it/s]parsing log, completed traces ::  72%|███████▏  | 758/1050 [00:00<00:00, 1706.30it/s]parsing log, completed traces ::  89%|████████▊ | 931/1050 [00:00<00:00, 1164.03it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1282.64it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
9,:,1678623080.438,4.355,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_2.lp.output 6",data/formulae_4/cf_10_2_2.lp.output,6,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:38,  6.63it/s]parsing log, completed traces ::  19%|█▉        | 203/1050 [00:00<00:00, 981.84it/s]parsing log, completed traces ::  36%|███▋      | 382/1050 [00:00<00:00, 1311.63it/s]parsing log, completed traces ::  54%|█████▍    | 567/1050 [00:00<00:00, 1506.68it/s]parsing log, completed traces ::  72%|███████▏  | 760/1050 [00:00<00:00, 1651.62it/s]parsing log, completed traces ::  89%|████████▉ | 933/1050 [00:00<00:00, 1257.35it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1289.89it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
8,:,1678623080.434,4.516,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_2.lp.output 4",data/formulae_4/cf_10_2_2.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<03:03,  5.73it/s]parsing log, completed traces ::  18%|█▊        | 190/1050 [00:00<00:01, 850.60it/s]parsing log, completed traces ::  34%|███▍      | 356/1050 [00:00<00:00, 1162.54it/s]parsing log, completed traces ::  51%|█████     | 531/1050 [00:00<00:00, 1366.49it/s]parsing log, completed traces ::  67%|██████▋   | 707/1050 [00:00<00:00, 1498.31it/s]parsing log, completed traces ::  83%|████████▎ | 876/1050 [00:00<00:00, 1181.47it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1199.23it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
13,:,1678623084.341,4.342,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_4.lp.output 2",data/formulae_4/cf_10_2_4.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:15,  7.73it/s]parsing log, completed traces ::  19%|█▉        | 203/1050 [00:00<00:00, 1061.66it/s]parsing log, completed traces ::  36%|███▋      | 381/1050 [00:00<00:00, 1364.47it/s]parsing log, completed traces ::  54%|█████▍    | 572/1050 [00:00<00:00, 1565.44it/s]parsing log, completed traces ::  73%|███████▎  | 764/1050 [00:00<00:00, 1687.92it/s]parsing log, completed traces ::  89%|████████▉ | 937/1050 [00:00<00:00, 1334.54it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1360.28it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
14,:,1678623084.406,4.288,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_4/cf_10_2_4.lp.output 4",data/formulae_4/cf_10_2_4.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:15,  7.75it/s]parsing log, completed traces ::  16%|█▌        | 164/1050 [00:00<00:01, 858.73it/s]parsing log, completed traces ::  33%|███▎      | 347/1050 [00:00<00:00, 1271.34it/s]parsing log, completed traces ::  49%|████▉     | 519/1050 [00:00<00:00, 1434.84it/s]parsing log, completed traces ::  67%|██████▋   | 701/1050 [00:00<00:00, 1568.63it/s]parsing log, completed traces ::  83%|████████▎ | 876/1050 [00:00<00:00, 1137.16it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1225.57it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
