Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,Command,V1,V2,Stdout,Stderr
6,:,1678627139.165,3.959,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_1.lp.output 6",data/formulae_5/cf_10_2_1.lp.output,6,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   7%|▋         | 71/1050 [00:00<00:01, 707.24it/s]parsing log, completed traces ::  26%|██▌       | 268/1050 [00:00<00:00, 1446.49it/s]parsing log, completed traces ::  42%|████▏     | 440/1050 [00:00<00:00, 1562.15it/s]parsing log, completed traces ::  60%|██████    | 635/1050 [00:00<00:00, 1712.53it/s]parsing log, completed traces ::  79%|███████▉  | 831/1050 [00:00<00:00, 1799.16it/s]parsing log, completed traces ::  96%|█████████▋| 1011/1050 [00:00<00:00, 1406.55it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1490.00it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
11,:,1678627139.183,3.995,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_3.lp.output 4",data/formulae_5/cf_10_2_3.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   5%|▌         | 56/1050 [00:00<00:01, 554.10it/s]parsing log, completed traces ::  24%|██▎       | 247/1050 [00:00<00:00, 1347.03it/s]parsing log, completed traces ::  40%|███▉      | 415/1050 [00:00<00:00, 1497.50it/s]parsing log, completed traces ::  58%|█████▊    | 609/1050 [00:00<00:00, 1671.32it/s]parsing log, completed traces ::  76%|███████▌  | 799/1050 [00:00<00:00, 1752.77it/s]parsing log, completed traces ::  93%|█████████▎| 975/1050 [00:00<00:00, 1337.60it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1434.55it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
4,:,1678627139.157,4.161,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_1.lp.output 2",data/formulae_5/cf_10_2_1.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   2%|▏         | 21/1050 [00:00<00:04, 209.68it/s]parsing log, completed traces ::  21%|██▏       | 224/1050 [00:00<00:00, 1274.03it/s]parsing log, completed traces ::  39%|███▉      | 411/1050 [00:00<00:00, 1544.53it/s]parsing log, completed traces ::  59%|█████▊    | 616/1050 [00:00<00:00, 1743.63it/s]parsing log, completed traces ::  77%|███████▋  | 811/1050 [00:00<00:00, 1817.25it/s]parsing log, completed traces ::  95%|█████████▍| 993/1050 [00:00<00:00, 1290.76it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1398.52it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
8,:,1678627139.173,4.225,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_2.lp.output 4",data/formulae_5/cf_10_2_2.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:17,  7.61it/s]parsing log, completed traces ::  19%|█▉        | 201/1050 [00:00<00:00, 1044.58it/s]parsing log, completed traces ::  36%|███▌      | 378/1050 [00:00<00:00, 1352.32it/s]parsing log, completed traces ::  54%|█████▍    | 565/1050 [00:00<00:00, 1547.26it/s]parsing log, completed traces ::  72%|███████▏  | 758/1050 [00:00<00:00, 1679.36it/s]parsing log, completed traces ::  89%|████████▊ | 931/1050 [00:00<00:00, 1221.60it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1296.29it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
12,:,1678627139.186,4.232,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_3.lp.output 6",data/formulae_5/cf_10_2_3.lp.output,6,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<01:53,  9.24it/s]parsing log, completed traces ::  18%|█▊        | 193/1050 [00:00<00:00, 1093.81it/s]parsing log, completed traces ::  35%|███▍      | 366/1050 [00:00<00:00, 1378.38it/s]parsing log, completed traces ::  53%|█████▎    | 552/1050 [00:00<00:00, 1558.89it/s]parsing log, completed traces ::  70%|███████   | 740/1050 [00:00<00:00, 1673.08it/s]parsing log, completed traces ::  87%|████████▋ | 909/1050 [00:00<00:00, 1186.73it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1299.98it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
1,:,1678627139.144,4.286,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_0.lp.output 2",data/formulae_5/cf_10_2_0.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:31,  6.95it/s]parsing log, completed traces ::  17%|█▋        | 182/1050 [00:00<00:00, 900.65it/s]parsing log, completed traces ::  33%|███▎      | 348/1050 [00:00<00:00, 1202.24it/s]parsing log, completed traces ::  49%|████▉     | 514/1050 [00:00<00:00, 1369.71it/s]parsing log, completed traces ::  65%|██████▌   | 683/1050 [00:00<00:00, 1479.54it/s]parsing log, completed traces ::  82%|████████▏ | 859/1050 [00:00<00:00, 1570.50it/s]parsing log, completed traces ::  97%|█████████▋| 1020/1050 [00:00<00:00, 1198.23it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1212.56it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
2,:,1678627139.149,4.370,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_0.lp.output 4",data/formulae_5/cf_10_2_0.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:26,  7.17it/s]parsing log, completed traces ::  19%|█▉        | 199/1050 [00:00<00:00, 1005.14it/s]parsing log, completed traces ::  36%|███▌      | 374/1050 [00:00<00:00, 1317.23it/s]parsing log, completed traces ::  53%|█████▎    | 560/1050 [00:00<00:00, 1516.78it/s]parsing log, completed traces ::  71%|███████   | 745/1050 [00:00<00:00, 1631.30it/s]parsing log, completed traces ::  87%|████████▋ | 914/1050 [00:00<00:00, 1218.19it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1279.81it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
9,:,1678627139.176,4.369,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_2.lp.output 6",data/formulae_5/cf_10_2_2.lp.output,6,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<01:46,  9.88it/s]parsing log, completed traces ::  18%|█▊        | 190/1050 [00:00<00:00, 1103.18it/s]parsing log, completed traces ::  35%|███▍      | 363/1050 [00:00<00:00, 1386.08it/s]parsing log, completed traces ::  51%|█████▏    | 539/1050 [00:00<00:00, 1531.74it/s]parsing log, completed traces ::  68%|██████▊   | 712/1050 [00:00<00:00, 1601.78it/s]parsing log, completed traces ::  83%|████████▎ | 876/1050 [00:00<00:00, 1113.86it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1257.19it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
10,:,1678627139.180,4.375,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_3.lp.output 2",data/formulae_5/cf_10_2_3.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:51,  6.12it/s]parsing log, completed traces ::  19%|█▉        | 198/1050 [00:00<00:00, 921.29it/s]parsing log, completed traces ::  35%|███▌      | 371/1050 [00:00<00:00, 1243.27it/s]parsing log, completed traces ::  53%|█████▎    | 557/1050 [00:00<00:00, 1467.16it/s]parsing log, completed traces ::  70%|███████   | 740/1050 [00:00<00:00, 1590.87it/s]parsing log, completed traces ::  86%|████████▋ | 908/1050 [00:00<00:00, 1209.58it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1243.62it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
3,:,1678627139.153,4.417,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_0.lp.output 6",data/formulae_5/cf_10_2_0.lp.output,6,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:24,  7.25it/s]parsing log, completed traces ::  19%|█▉        | 203/1050 [00:00<00:00, 1029.08it/s]parsing log, completed traces ::  36%|███▋      | 381/1050 [00:00<00:00, 1340.03it/s]parsing log, completed traces ::  54%|█████▍    | 572/1050 [00:00<00:00, 1548.45it/s]parsing log, completed traces ::  73%|███████▎  | 763/1050 [00:00<00:00, 1673.95it/s]parsing log, completed traces ::  89%|████████▉ | 936/1050 [00:00<00:00, 1246.39it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1302.05it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
5,:,1678627139.161,4.417,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_1.lp.output 4",data/formulae_5/cf_10_2_1.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:01,  8.63it/s]parsing log, completed traces ::  18%|█▊        | 190/1050 [00:00<00:00, 1042.16it/s]parsing log, completed traces ::  35%|███▍      | 365/1050 [00:00<00:00, 1349.59it/s]parsing log, completed traces ::  52%|█████▏    | 551/1050 [00:00<00:00, 1544.17it/s]parsing log, completed traces ::  70%|███████   | 737/1050 [00:00<00:00, 1653.19it/s]parsing log, completed traces ::  86%|████████▌ | 905/1050 [00:00<00:00, 1153.14it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1269.73it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
7,:,1678627139.169,4.675,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_2.lp.output 2",data/formulae_5/cf_10_2_2.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:37,  6.67it/s]parsing log, completed traces ::  16%|█▌        | 170/1050 [00:00<00:01, 827.28it/s]parsing log, completed traces ::  33%|███▎      | 350/1050 [00:00<00:00, 1222.84it/s]parsing log, completed traces ::  51%|█████     | 537/1050 [00:00<00:00, 1461.04it/s]parsing log, completed traces ::  69%|██████▉   | 724/1050 [00:00<00:00, 1601.94it/s]parsing log, completed traces ::  85%|████████▍ | 892/1050 [00:00<00:00, 1092.97it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1188.21it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
13,:,1678627143.132,4.029,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_4.lp.output 2",data/formulae_5/cf_10_2_4.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:11,  8.00it/s]parsing log, completed traces ::  21%|██        | 217/1050 [00:00<00:00, 1152.39it/s]parsing log, completed traces ::  39%|███▊      | 406/1050 [00:00<00:00, 1468.92it/s]parsing log, completed traces ::  58%|█████▊    | 611/1050 [00:00<00:00, 1688.82it/s]parsing log, completed traces ::  77%|███████▋  | 813/1050 [00:00<00:00, 1805.26it/s]parsing log, completed traces ::  95%|█████████▌| 998/1050 [00:00<00:00, 1509.91it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1474.27it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
14,:,1678627143.186,4.384,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_4.lp.output 4",data/formulae_5/cf_10_2_4.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:56,  5.95it/s]parsing log, completed traces ::  19%|█▉        | 198/1050 [00:00<00:00, 908.07it/s]parsing log, completed traces ::  35%|███▌      | 371/1050 [00:00<00:00, 1231.88it/s]parsing log, completed traces ::  53%|█████▎    | 556/1050 [00:00<00:00, 1454.18it/s]parsing log, completed traces ::  71%|███████   | 742/1050 [00:00<00:00, 1590.95it/s]parsing log, completed traces ::  87%|████████▋ | 911/1050 [00:00<00:00, 1207.26it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1239.16it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
16,:,1678627143.406,4.483,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_3_0.lp.output 2",data/formulae_5/cf_10_3_0.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   2%|▏         | 21/1050 [00:00<00:04, 209.38it/s]parsing log, completed traces ::  23%|██▎       | 237/1050 [00:00<00:00, 1354.57it/s]parsing log, completed traces ::  40%|████      | 422/1050 [00:00<00:00, 1578.81it/s]parsing log, completed traces ::  60%|█████▉    | 628/1050 [00:00<00:00, 1764.20it/s]parsing log, completed traces ::  79%|███████▉  | 831/1050 [00:00<00:00, 1859.77it/s]parsing log, completed traces ::  97%|█████████▋| 1017/1050 [00:00<00:00, 1469.31it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1510.79it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
15,:,1678627143.324,4.671,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_2_4.lp.output 6",data/formulae_5/cf_10_2_4.lp.output,6,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:27,  7.11it/s]parsing log, completed traces ::  19%|█▉        | 203/1050 [00:00<00:00, 1016.73it/s]parsing log, completed traces ::  36%|███▌      | 378/1050 [00:00<00:00, 1322.81it/s]parsing log, completed traces ::  54%|█████▎    | 564/1050 [00:00<00:00, 1519.90it/s]parsing log, completed traces ::  72%|███████▏  | 754/1050 [00:00<00:00, 1651.26it/s]parsing log, completed traces ::  88%|████████▊ | 925/1050 [00:00<00:00, 1229.55it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1287.39it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
23,:,1678627143.585,4.884,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_3_2.lp.output 4",data/formulae_5/cf_10_3_2.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:51,  6.13it/s]parsing log, completed traces ::  18%|█▊        | 190/1050 [00:00<00:00, 883.80it/s]parsing log, completed traces ::  34%|███▍      | 356/1050 [00:00<00:00, 1192.78it/s]parsing log, completed traces ::  51%|█████     | 531/1050 [00:00<00:00, 1394.46it/s]parsing log, completed traces ::  68%|██████▊   | 709/1050 [00:00<00:00, 1521.84it/s]parsing log, completed traces ::  83%|████████▎ | 876/1050 [00:00<00:00, 1176.50it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1214.81it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
22,:,1678627143.578,5.072,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_3_2.lp.output 2",data/formulae_5/cf_10_3_2.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<01:51,  9.42it/s]parsing log, completed traces ::  19%|█▉        | 202/1050 [00:00<00:00, 1156.14it/s]parsing log, completed traces ::  36%|███▌      | 378/1050 [00:00<00:00, 1427.27it/s]parsing log, completed traces ::  54%|█████▍    | 566/1050 [00:00<00:00, 1603.88it/s]parsing log, completed traces ::  72%|███████▏  | 757/1050 [00:00<00:00, 1710.88it/s]parsing log, completed traces ::  88%|████████▊ | 929/1050 [00:00<00:00, 1263.93it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1355.14it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
18,:,1678627143.438,5.258,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_5/cf_10_3_0.lp.output 6",data/formulae_5/cf_10_3_0.lp.output,6,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:27,  7.13it/s]parsing log, completed traces ::  19%|█▉        | 203/1050 [00:00<00:00, 1019.35it/s]parsing log, completed traces ::  36%|███▌      | 380/1050 [00:00<00:00, 1332.75it/s]parsing log, completed traces ::  54%|█████▍    | 566/1050 [00:00<00:00, 1529.15it/s]parsing log, completed traces ::  72%|███████▏  | 757/1050 [00:00<00:00, 1657.54it/s]parsing log, completed traces ::  88%|████████▊ | 929/1050 [00:00<00:00, 1286.34it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1318.51it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
