Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,Command,V1,V2,Stdout,Stderr
9,:,1678631044.365,4.029,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_6/cf_10_2_2.lp.output 6",data/formulae_6/cf_10_2_2.lp.output,6,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   4%|▎         | 39/1050 [00:00<00:02, 385.90it/s]parsing log, completed traces ::  22%|██▏       | 231/1050 [00:00<00:00, 1283.04it/s]parsing log, completed traces ::  39%|███▊      | 405/1050 [00:00<00:00, 1490.55it/s]parsing log, completed traces ::  57%|█████▋    | 601/1050 [00:00<00:00, 1674.34it/s]parsing log, completed traces ::  76%|███████▌  | 793/1050 [00:00<00:00, 1754.66it/s]parsing log, completed traces ::  92%|█████████▏| 969/1050 [00:00<00:00, 1303.76it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1403.88it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
1,:,1678631044.333,4.154,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_6/cf_10_2_0.lp.output 2",data/formulae_6/cf_10_2_0.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   6%|▌         | 60/1050 [00:00<00:01, 598.66it/s]parsing log, completed traces ::  24%|██▍       | 250/1050 [00:00<00:00, 1361.07it/s]parsing log, completed traces ::  40%|████      | 420/1050 [00:00<00:00, 1515.01it/s]parsing log, completed traces ::  59%|█████▊    | 615/1050 [00:00<00:00, 1685.86it/s]parsing log, completed traces ::  77%|███████▋  | 806/1050 [00:00<00:00, 1763.16it/s]parsing log, completed traces ::  94%|█████████▎| 983/1050 [00:00<00:00, 1343.59it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1441.58it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
8,:,1678631044.361,4.144,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_6/cf_10_2_2.lp.output 4",data/formulae_6/cf_10_2_2.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   2%|▏         | 22/1050 [00:00<00:04, 218.51it/s]parsing log, completed traces ::  20%|██        | 215/1050 [00:00<00:00, 1221.65it/s]parsing log, completed traces ::  37%|███▋      | 392/1050 [00:00<00:00, 1470.94it/s]parsing log, completed traces ::  56%|█████▌    | 583/1050 [00:00<00:00, 1642.60it/s]parsing log, completed traces ::  74%|███████▎  | 774/1050 [00:00<00:00, 1738.50it/s]parsing log, completed traces ::  90%|█████████ | 948/1050 [00:00<00:00, 1279.35it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1380.75it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
11,:,1678631044.371,4.182,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_6/cf_10_2_3.lp.output 4",data/formulae_6/cf_10_2_3.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<01:52,  9.37it/s]parsing log, completed traces ::  19%|█▉        | 204/1050 [00:00<00:00, 1164.33it/s]parsing log, completed traces ::  36%|███▌      | 375/1050 [00:00<00:00, 1403.03it/s]parsing log, completed traces ::  54%|█████▎    | 564/1050 [00:00<00:00, 1591.72it/s]parsing log, completed traces ::  72%|███████▏  | 757/1050 [00:00<00:00, 1710.81it/s]parsing log, completed traces ::  89%|████████▊ | 930/1050 [00:00<00:00, 1221.82it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1328.84it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
10,:,1678631044.368,4.200,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_6/cf_10_2_3.lp.output 2",data/formulae_6/cf_10_2_3.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   6%|▌         | 58/1050 [00:00<00:01, 579.28it/s]parsing log, completed traces ::  24%|██▎       | 247/1050 [00:00<00:00, 1349.59it/s]parsing log, completed traces ::  39%|███▉      | 414/1050 [00:00<00:00, 1494.82it/s]parsing log, completed traces ::  58%|█████▊    | 609/1050 [00:00<00:00, 1668.88it/s]parsing log, completed traces ::  76%|███████▌  | 797/1050 [00:00<00:00, 1743.32it/s]parsing log, completed traces ::  93%|█████████▎| 972/1050 [00:00<00:00, 1324.25it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1425.22it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
5,:,1678631044.350,4.239,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_6/cf_10_2_1.lp.output 4",data/formulae_6/cf_10_2_1.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:43,  6.42it/s]parsing log, completed traces ::  19%|█▉        | 198/1050 [00:00<00:00, 945.50it/s]parsing log, completed traces ::  36%|███▌      | 375/1050 [00:00<00:00, 1276.22it/s]parsing log, completed traces ::  54%|█████▎    | 562/1050 [00:00<00:00, 1493.40it/s]parsing log, completed traces ::  72%|███████▏  | 751/1050 [00:00<00:00, 1624.83it/s]parsing log, completed traces ::  88%|████████▊ | 922/1050 [00:00<00:00, 1205.78it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1251.23it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
12,:,1678631044.374,4.269,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_6/cf_10_2_3.lp.output 6",data/formulae_6/cf_10_2_3.lp.output,6,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<03:27,  5.06it/s]parsing log, completed traces ::  19%|█▉        | 203/1050 [00:00<00:00, 850.04it/s]parsing log, completed traces ::  36%|███▋      | 381/1050 [00:00<00:00, 1197.35it/s]parsing log, completed traces ::  54%|█████▍    | 572/1050 [00:00<00:00, 1444.73it/s]parsing log, completed traces ::  73%|███████▎  | 765/1050 [00:00<00:00, 1600.94it/s]parsing log, completed traces ::  89%|████████▉ | 939/1050 [00:00<00:00, 1252.88it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1229.80it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
7,:,1678631044.357,4.341,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_6/cf_10_2_2.lp.output 2",data/formulae_6/cf_10_2_2.lp.output,2,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<01:50,  9.48it/s]parsing log, completed traces ::  18%|█▊        | 194/1050 [00:00<00:00, 1110.01it/s]parsing log, completed traces ::  35%|███▌      | 372/1050 [00:00<00:00, 1409.70it/s]parsing log, completed traces ::  53%|█████▎    | 561/1050 [00:00<00:00, 1594.99it/s]parsing log, completed traces ::  72%|███████▏  | 751/1050 [00:00<00:00, 1701.35it/s]parsing log, completed traces ::  88%|████████▊ | 922/1050 [00:00<00:00, 1180.12it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1302.72it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
2,:,1678631044.337,4.380,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_6/cf_10_2_0.lp.output 4",data/formulae_6/cf_10_2_0.lp.output,4,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<02:40,  6.54it/s]parsing log, completed traces ::  19%|█▉        | 204/1050 [00:00<00:00, 983.61it/s]parsing log, completed traces ::  36%|███▋      | 382/1050 [00:00<00:00, 1308.15it/s]parsing log, completed traces ::  55%|█████▍    | 573/1050 [00:00<00:00, 1528.66it/s]parsing log, completed traces ::  73%|███████▎  | 765/1050 [00:00<00:00, 1663.04it/s]parsing log, completed traces ::  89%|████████▉ | 939/1050 [00:00<00:00, 1220.24it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1270.47it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
3,:,1678631044.342,4.391,0,0,0,0,"python3 dd.py data/sepsis.xes data/formulae_6/cf_10_2_0.lp.output 6",data/formulae_6/cf_10_2_0.lp.output,6,,"parsing log, completed traces ::   0%|          | 0/1050 [00:00<?, ?it/s]parsing log, completed traces ::   0%|          | 1/1050 [00:00<03:07,  5.60it/s]parsing log, completed traces ::  19%|█▉        | 200/1050 [00:00<00:00, 884.24it/s]parsing log, completed traces ::  36%|███▌      | 376/1050 [00:00<00:00, 1220.99it/s]parsing log, completed traces ::  54%|█████▎    | 563/1050 [00:00<00:00, 1449.67it/s]parsing log, completed traces ::  72%|███████▏  | 751/1050 [00:00<00:00, 1593.50it/s]parsing log, completed traces ::  88%|████████▊ | 922/1050 [00:00<00:00, 1192.66it/s]parsing log, completed traces :: 100%|██████████| 1050/1050 [00:00<00:00, 1217.58it/s]
/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:3:50-64: info: atom does not occur in any rule head:
  rejects(C,TID)

/home/ielo/kr2023-clown/cformulae/application/encodings/discriminative_discovery.lp:5:35-49: info: atom does not occur in any rule head:
  rejects(C,TID)

"
